Kingdom,Phylum,Subphylum,Superclass,Subsuperclass,Class,Infraclass,Superorder,Order,Family,Genus,Species,Annotation_level,QMIC1955_18S_QU39_3,QMIC1956_18S_QU39_3,QMIC1957_18S_QU39_3,QMIC1958_18S_QU39_3,QMIC1959_18S_QU39_3,QMIC1965_18S_QU39_3,QMIC1966_18S_QU39_3,QMIC1967_18S_QU39_3,QMIC1968_18S_QU39_3,QMIC1969_18S_QU39_3,QMIC1975_18S_QU39_3,QMIC1976_18S_QU39_3,QMIC1977_18S_QU39_3,QMIC1978_18S_QU39_3,QMIC1979_18S_QU39_3,QMIC1985_18S_QU39_3,QMIC1986_18S_QU39_3,QMIC1987_18S_QU39_3,QMIC1988_18S_QU39_3,QMIC1989_18S_QU39_3,QMIC1995_18S_QU39_3,QMIC1996_18S_QU39_3,QMIC1997_18S_QU39_3,QMIC1998_18S_QU39_3,QMIC1999_18S_QU39_3,QMIC2005_18S_QU39_3,QMIC2006_18S_QU39_3,QMIC2007_18S_QU39_3,QMIC2008_18S_QU39_3,QMIC2009_18S_QU39_3,QMIC2015_18S_QU39_3,QMIC2016_18S_QU39_3,QMIC2017_18S_QU39_3,QMIC2018_18S_QU39_3,QMIC2019_18S_QU39_3,QMIC2025_18S_QU39_3,QMIC2026_18S_QU39_3,QMIC2027_18S_QU39_3,QMIC2028_18S_QU39_3,QMIC2029_18S_QU39_3,QMIC2035_18S_QU39_3,QMIC2036_18S_QU39_3,QMIC2037_18S_QU39_3,QMIC2038_18S_QU39_3,QMIC2039_18S_QU39_3,QMIC2045_18S_QU39_3,QMIC2046_18S_QU39_3,QMIC2047_18S_QU39_3,QMIC2048_18S_QU39_3,QMIC2049_18S_QU39_3,QMIC2055_18S_QU39_3,QMIC2056_18S_QU39_3,QMIC2057_18S_QU39_3,QMIC2058_18S_QU39_3,QMIC2059_18S_QU39_3,QMIC2065_18S_QU39_3,QMIC2066_18S_QU39_3,QMIC2067_18S_QU39_3,QMIC2068_18S_QU39_3,QMIC2069_18S_QU39_3,QMIC2075_18S_QU39_3,QMIC2076_18S_QU39_3,QMIC2077_18S_QU39_3,QMIC2078_18S_QU39_3,QMIC2079_18S_QU39_3,QMIC2085_18S_QU39_3,QMIC2086_18S_QU39_3,QMIC2087_18S_QU39_3,QMIC2088_18S_QU39_3,QMIC2089_18S_QU39_3,QMIC2095_18S_QU39_3,QMIC2096_18S_QU39_3,QMIC2097_18S_QU39_3,QMIC2098_18S_QU39_3,QMIC2099_18S_QU39_3,QMIC2115_18S_QU39_3,QMIC2116_18S_QU39_3,QMIC2117_18S_QU39_3,QMIC2118_18S_QU39_3,QMIC2119_18S_QU39_3,QMIC2125_18S_QU39_3,QMIC2126_18S_QU39_3,QMIC2127_18S_QU39_3,QMIC2128_18S_QU39_3,QMIC2129_18S_QU39_3,QMIC2135_18S_QU39_3,QMIC2136_18S_QU39_3,QMIC2137_18S_QU39_3,QMIC2138_18S_QU39_3,QMIC2139_18S_QU39_3,QMIC2145_18S_QU39_3,QMIC2146_18S_QU39_3,QMIC2147_18S_QU39_3,QMIC2148_18S_QU39_3,QMIC2149_18S_QU39_3,QMIC2156_18S_QU39_3,QMIC2157_18S_QU39_3,QMIC2158_18S_QU39_3,QMIC2159_18S_QU39_3,QMIC2174_18S_QU39_3,QMIC2175_18S_QU39_3,QMIC2176_18S_QU39_3,QMIC2177_18S_QU39_3,QMIC2178_18S_QU39_3,QMIC2193_18S_QU39_3,QMIC2194_18S_QU39_3,QMIC2195_18S_QU39_3,QMIC2196_18S_QU39_3,QMIC2197_18S_QU39_3,QMIC2204_18S_QU39_3,QMIC2234_18S_QU39_3,QMIC2235_18S_QU39_3,QMIC2236_18S_QU39_3,QMIC2237_18S_QU39_3,QMIC2247_18S_QU39_3,QMIC2253_18S_QU39_3,QMIC2254_18S_QU39_3,QMIC2255_18S_QU39_3,QMIC2256_18S_QU39_3,QMIC2257_18S_QU39_3,QMIC2263_18S_QU39_3,QMIC2276_18S_QU39_4,QMIC2277_18S_QU39_4,QMIC2278_18S_QU39_4,QMIC2294_18S_QU39_4,QMIC2295_18S_QU39_4,QMIC2296_18S_QU39_4,QMIC2297_18S_QU39_4,QMIC2298_18S_QU39_4,QMIC2313_18S_QU39_4,QMIC2326_18S_QU39_4,QMIC2327_18S_QU39_4,QMIC2328_18S_QU39_4,QMIC2329_18S_QU39_4,QMIC2330_18S_QU39_4,QMIC2336_18S_QU39_4,QMIC2337_18S_QU39_4,QMIC2338_18S_QU39_4,QMIC2339_18S_QU39_4,QMIC2340_18S_QU39_4,QMIC2346_18S_QU39_4,QMIC2347_18S_QU39_4,QMIC2348_18S_QU39_4,QMIC2349_18S_QU39_4,QMIC2350_18S_QU39_4,QMIC2356_18S_QU39_4,QMIC2357_18S_QU39_4,QMIC2358_18S_QU39_4,QMIC2359_18S_QU39_4,QMIC2360_18S_QU39_4,QMIC2366_18S_QU39_4,QMIC2367_18S_QU39_4,QMIC2368_18S_QU39_4,QMIC2369_18S_QU39_4,QMIC2370_18S_QU39_4,QMIC2372_18S_QU39_4,QMIC2374_18S_QU39_4,QMIC2376_18S_QU39_4,QMIC2378_18S_QU39_4,QMIC2380_18S_QU39_4,QMIC2386_18S_QU39_4,QMIC2387_18S_QU39_4,QMIC2388_18S_QU39_4,QMIC2389_18S_QU39_4,QMIC2390_18S_QU39_4,QMIC2396_18S_QU39_4,QMIC2397_18S_QU39_4,QMIC2398_18S_QU39_4,QMIC2399_18S_QU39_4,QMIC2400_18S_QU39_4,QPK1506-bulk_18S_QPKbulk_2017,QPK1512-bulk_18S_QPKbulk_2017,QPK1530-bulk_18S_QPKbulk_2017,QPK1534-bulk_18S_QPKbulk_2017,QPK1558-bulk_18S_QPKbulk_2017,QPK1569-bulk_18S_QPKbulk_2017,QPK1576-bulk_18S_QPKbulk_2017,QPK1593-bulk_18S_QPKbulk_2017,QPK1600-bulk_18S_QPKbulk_2017,QPK1613-bulk_18S_QPKbulk_2017,QPK1621-bulk_18S_QPKbulk_2017,QPK1629-bulk_18S_QPKbulk_2017,QPK1640-bulk_18S_QPKbulk_2017,QPK1652-bulk_18S_QPKbulk_2017,QPK1664-bulk_18S_QPKbulk_2017,QPK1670-bulk_18S_QPKbulk_2017,QPK1678-bulk_18S_QPKbulk_2017,QPK1696-bulk_18S_QPKbulk_2017,QPK1713-bulk_18S_QPKbulk_2017,QPK1727-bulk_18S_QPKbulk_2017,QPK1737-bulk_18S_QPKbulk_2017,QPK962-bulk_18S_QPKbulk_2017
Chromista,Ciliophora,Intramacronucleata,Ventrata_EXT,Oligohymenophorea,Scuticociliatia,Scuticociliatia_EXT,Scuticociliatia_EXT,Philasterida,Parauronematidae,Parauronema,Parauronema longum,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,13,49,0,8,0,23,10,0,0,0,17,10,18,0,0,0,0,35,0,0,30,34,6,0,0,13,4,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Cryptophyta,Cryptophyta_EXT,Cryptophyta_EXT,Cryptophyceae,Cryptophyceae_EXT,Cryptophyceae_EXT,Cryptophyceae_EXT,Cryptophyceae_EXT@,Cryptophyceae_EXT@@,Cryptophyceae_EXT@@@,Cryptophyceae_EXT@@@@,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Cryptophyta,Cryptophyta_EXT,Cryptophyta_EXT,Cryptophyceae,Cryptophyceae_EXT,Cryptophyceae_EXT,Cryptophyceae_EXT,Cryptophyceae_incertae_sedis,Cryptophyceae_incertae_sedis_EXT,Hemiarma,Hemiarma marina,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Cryptophyta,Cryptophyta_EXT,Cryptophyta_EXT,Cryptophyceae,Cryptophyceae_EXT,Cryptophyceae_EXT,Cryptophyceae_EXT,Pyrenomonadales,Chroomonadaceae,Hemiselmis,Hemiselmis virescens,12,356,77,77,0,0,448,328,79,34,0,113,130,35,11,0,80,149,26,7,0,153,223,14,0,0,0,29,21,60,0,4,8,0,5,0,0,0,0,7,0,16,7,58,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,10,0,0,13,95,0,0,0,71,81,39,0,0,4,0,98,2,0,87,75,345,0,0,18,47,55,11,0,158,61,0,0,11,24,22,0,0,0,27,68,0,0,71,27,22,0,0,0,28,24,9,0,0,0,41,139,0,13,6,183,72,0,41,963,535,234,29,0,514,3641,184,0,6,1357,1644,1675,101,0,327,382,322,31,3,441,223,385,178,0,2533,1490,1514,112,0,1490,2312,607,79,4,6960,4523,212,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Cryptophyta,Cryptophyta_EXT,Cryptophyta_EXT,Cryptophyceae,Cryptophyceae_EXT,Cryptophyceae_EXT,Cryptophyceae_EXT,Pyrenomonadales,Geminigeraceae,Geminigeraceae@,Geminigeraceae@@,10,58,48,34,5,0,208,154,86,22,0,48,58,31,11,4,26,66,11,0,0,74,106,20,7,0,7,48,12,18,0,6,0,0,6,0,0,0,0,3,0,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,110,72,5,0,0,51,16,3,0,0,4,3,44,0,0,588,420,61,0,0,1078,1520,36,11,0,2077,38,0,0,940,659,33,0,0,278,365,200,0,4,841,404,79,0,0,0,235,263,27,0,0,97,14,27,0,19,0,17,13,0,7,706,225,91,6,6,482,744,33,0,0,413,409,276,0,0,22,18,23,0,0,26,49,29,17,0,128,76,106,9,0,81,125,41,0,0,286,250,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Cryptophyta,Cryptophyta_EXT,Cryptophyta_EXT,Cryptophyceae,Cryptophyceae_EXT,Cryptophyceae_EXT,Cryptophyceae_EXT,Pyrenomonadales,Geminigeraceae,Teleaulax,Teleaulax acuta,12,3134,971,452,0,6,6456,4427,444,74,0,2585,3120,256,19,5,1043,1533,381,13,5,1843,2461,247,9,7,58,513,439,134,0,207,206,28,15,0,127,123,264,12,0,226,59,1144,0,0,24,71,80,0,0,20,0,0,0,0,29,18,0,9,0,498,523,21,0,0,158,514,100,0,12,6027,2027,22,0,0,7257,5759,372,22,9,221,203,1126,7,0,3410,2498,448,3,0,1815,1771,349,12,8,5579,124,8,9,674,440,80,9,6,1508,1666,539,8,11,1594,2849,446,0,0,7,1188,1395,203,9,0,580,180,522,8,98,62,147,41,0,29,1253,513,257,5,4,165,470,48,17,16,1917,2221,3830,15,0,298,230,292,25,0,462,288,212,71,0,1642,869,801,26,0,835,1222,247,20,9,1759,1744,374,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Cryptophyta,Cryptophyta_EXT,Cryptophyta_EXT,Cryptophyceae,Cryptophyceae_EXT,Cryptophyceae_EXT,Cryptophyceae_EXT,Pyrenomonadales,Geminigeraceae,Teleaulax,Teleaulax amphioxeia,12,2602,727,358,2,0,2485,1751,538,83,0,1068,986,246,12,0,2084,1896,192,8,0,1045,1332,139,7,0,89,864,441,156,10,1840,1866,52,25,14,1171,828,621,19,0,672,235,2595,9,0,498,453,279,0,0,341,30,20,97,0,107,50,0,4,15,526,743,52,2,3,527,1769,1104,12,2,7726,5341,585,0,21,14429,12678,1185,43,0,214,169,3497,9,0,4365,3797,2328,0,6,5685,5872,923,66,0,4004,241,0,11,4405,3166,327,16,6,1636,2661,2157,121,13,3060,2934,1028,14,8,0,723,790,63,8,0,658,215,331,0,455,193,738,203,6,11,7306,2737,756,39,16,1403,3054,208,9,15,2309,2317,1754,26,14,599,357,358,22,7,1484,538,291,134,23,8343,3381,1312,37,11,4202,6037,369,51,0,4031,4347,131,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Cryptophyta,Cryptophyta_EXT,Cryptophyta_EXT,Cryptophyceae,Cryptophyceae_EXT,Cryptophyceae_EXT,Cryptophyceae_EXT,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,Rhodomonas marina,12,993,237,156,0,0,1327,802,184,41,0,403,567,117,6,3,353,448,74,9,0,388,514,99,8,0,0,92,95,80,3,4,0,0,9,0,0,0,7,0,0,28,0,214,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,49,40,0,0,0,0,45,33,0,0,642,305,5,0,0,1183,994,79,7,0,0,0,295,0,0,403,315,120,0,0,487,428,44,6,0,1167,52,0,0,218,210,56,0,0,174,294,390,0,0,392,361,145,4,0,0,114,139,30,3,0,38,45,118,0,0,6,12,32,0,7,338,208,118,8,0,296,708,79,6,0,608,720,911,19,0,182,162,143,15,0,207,95,187,86,0,985,581,880,32,0,540,993,271,8,0,1173,900,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Cryptophyta,Cryptophyta_EXT,Cryptophyta_EXT,Cryptophyceae,Cryptophyceae_EXT,Cryptophyceae_EXT,Cryptophyceae_EXT,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,Rhodomonas@,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Cryptophyta,Cryptophyta_EXT,Cryptophyta_EXT,Cryptophyceae,Cryptophyceae_EXT,Cryptophyceae_EXT,Cryptophyceae_EXT,Pyrenomonadales,Pyrenomonadaceae,Storeatula,Storeatula major,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,26,35,24,0,0,0,0,0,0,0,40,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,57,0,46,33,22,0,0,0,0,0,0,0,0,90,42,0,0,0,0,15,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Cryptophyta,Cryptophyta_EXT,Cryptophyta_EXT,Cryptophyceae,Cryptophyceae_EXT,Cryptophyceae_EXT,Cryptophyceae_EXT,Pyrenomonadales,Pyrenomonadales@,Pyrenomonadales@@,Pyrenomonadales@@@,9,379,163,123,0,0,701,625,119,42,0,230,282,46,14,0,94,129,26,9,0,341,383,36,13,0,15,67,48,93,0,22,24,0,24,0,0,0,17,0,0,30,13,128,16,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,0,0,0,46,336,12,0,0,174,148,64,0,0,14,12,200,6,0,303,271,586,0,0,79,247,170,15,0,566,121,0,0,121,92,33,14,0,0,105,89,0,0,214,61,71,0,0,0,112,166,19,0,0,16,0,0,0,0,11,0,0,0,0,52,8,0,0,0,0,271,0,0,0,0,131,101,0,0,0,0,4,0,0,0,0,0,0,0,129,0,35,0,0,0,42,0,0,0,474,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Cryptophyta,Cryptophyta_EXT,Cryptophyta_EXT,Cryptophyta_incertae_sedis,Cryptophyta_incertae_sedis_EXT,Cryptophyta_incertae_sedis_EXT,Cryptophyta_incertae_sedis_EXT,Cryptophyta_incertae_sedis_EXT,Katablepharidaceae,Leucocryptos,Leucocryptos marina,12,0,0,0,0,0,3,5,10,8,3,0,5,9,11,4,20,24,0,4,0,4,3,22,6,0,2,53,35,8,9,9,30,6,5,37,11,26,48,9,24,18,7,151,6,6,29,21,23,0,3,72,16,15,2,3,28,20,7,2,0,136,169,73,0,0,48,97,170,18,0,16,34,7,6,0,162,147,85,43,5,30,33,380,68,4,28,5,40,28,4,52,43,20,69,0,40,7,27,3,18,21,41,30,3,12,27,110,18,8,10,13,19,22,6,19,0,0,9,4,6,0,24,33,15,6,14,79,47,9,20,135,13,31,8,37,9,6,0,54,18,23,17,46,9,10,0,4,5,0,5,7,4,3,0,8,16,12,24,9,8,6,7,7,13,13,7,6,0,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Haptophyta,Haptophyta_EXT,Haptophyta_EXT,Prymnesiophyceae,Prymnesiophyceae_EXT,Prymnesiophyceae_EXT,Prymnesiophyceae_EXT,Coccosphaerales,Braarudosphaeraceae,Braarudosphaera,Braarudosphaera bigelowii,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,66,33,0,0,0,0,0,0,0,0,198,28,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Haptophyta,Haptophyta_EXT,Haptophyta_EXT,Prymnesiophyceae,Prymnesiophyceae_EXT,Prymnesiophyceae_EXT,Prymnesiophyceae_EXT,Isochrysidales,Isochrysidaceae,Dicrateria,Dicrateria rotunda,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,157,22,10,0,0,13,11,11,0,0,0,0,20,0,0,36,28,17,0,0,42,14,17,0,0,0,8,0,0,0,0,0,0,0,17,11,17,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Haptophyta,Haptophyta_EXT,Haptophyta_EXT,Prymnesiophyceae,Prymnesiophyceae_EXT,Prymnesiophyceae_EXT,Prymnesiophyceae_EXT,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,Gephyrocapsa oceanica,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,63,0,0,0,67,96,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Haptophyta,Haptophyta_EXT,Haptophyta_EXT,Prymnesiophyceae,Prymnesiophyceae_EXT,Prymnesiophyceae_EXT,Prymnesiophyceae_EXT,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis globosa,12,27,23,22,0,0,56,42,60,10,0,14,19,12,0,0,7,21,5,0,0,38,44,0,5,0,10,22,10,11,0,6,6,0,0,0,0,9,0,0,0,0,0,15,0,0,0,0,7,0,0,11,0,0,0,0,6,9,0,0,0,13,40,7,0,0,0,22,12,0,0,129,38,0,0,0,126,126,15,0,0,13,21,124,0,0,366,291,59,0,0,272,248,58,6,0,969,18,0,0,101,125,19,5,0,114,113,70,0,0,552,754,79,0,0,0,118,168,29,11,0,244,11,32,0,353,171,118,36,0,3,4482,510,148,19,0,730,1281,114,0,0,470,603,549,18,0,72,57,77,8,0,130,138,57,18,0,501,235,216,19,0,131,222,104,14,0,230,165,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Haptophyta,Haptophyta_EXT,Haptophyta_EXT,Prymnesiophyceae,Prymnesiophyceae_EXT,Prymnesiophyceae_EXT,Prymnesiophyceae_EXT,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii,12,281,117,99,6,0,905,635,276,54,0,294,349,183,21,0,422,719,176,57,0,1560,2093,292,79,0,116,902,282,106,0,124,183,32,57,22,80,119,238,36,7,84,31,557,24,0,20,33,37,0,0,31,0,12,6,4,25,16,0,0,0,69,39,14,0,0,8,0,0,0,0,24,8,0,0,0,23,16,11,0,0,7,8,36,0,0,36,48,18,0,0,424,284,61,0,0,31,7,0,0,857,887,0,0,0,14,5,8,0,0,20,28,8,0,0,0,11,0,0,0,0,29,0,30,0,1228,655,116,0,0,13,162,15,0,5,0,102,118,15,0,0,86,128,201,4,0,14,0,13,5,0,13,25,14,11,0,144,62,39,9,0,111,187,26,6,0,600,449,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Haptophyta,Haptophyta_EXT,Haptophyta_EXT,Prymnesiophyceae,Prymnesiophyceae_EXT,Prymnesiophyceae_EXT,Prymnesiophyceae_EXT,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis@,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,138,14,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,11,0,0,0,0,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Haptophyta,Haptophyta_EXT,Haptophyta_EXT,Prymnesiophyceae,Prymnesiophyceae_EXT,Prymnesiophyceae_EXT,Prymnesiophyceae_EXT,Prymnesiales,Prymnesiaceae,Haptolina,Haptolina hirta,12,12,9,6,0,0,21,23,5,6,0,0,0,0,0,0,0,36,0,0,0,0,51,0,0,0,0,22,9,0,0,9,12,0,6,17,0,0,11,0,0,0,0,21,5,0,0,0,0,0,0,9,0,0,5,0,32,0,0,15,0,69,197,22,0,0,87,341,31,0,6,244,55,11,0,0,626,741,193,9,0,39,53,645,0,0,714,609,212,0,0,1112,374,49,10,0,136,23,0,17,669,581,25,0,5,352,176,61,0,0,121,393,25,0,0,0,28,34,16,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Haptophyta,Haptophyta_EXT,Haptophyta_EXT,Prymnesiophyceae,Prymnesiophyceae_EXT,Prymnesiophyceae_EXT,Prymnesiophyceae_EXT,Prymnesiales,Prymnesiaceae,Prymnesiaceae@,Prymnesiaceae@@,10,0,0,0,31,15,0,0,7,29,3,0,0,0,18,8,0,0,0,0,29,0,0,0,20,19,0,0,0,27,20,6,7,0,0,40,0,9,11,6,0,0,0,25,8,0,0,9,8,0,0,7,6,7,0,3,8,0,21,40,8,30,47,96,10,3,0,11,0,0,0,19,0,0,0,9,16,14,21,4,0,0,0,10,37,0,26,10,0,7,0,20,0,9,10,0,5,0,11,0,61,90,14,16,13,792,394,77,44,0,147,57,15,0,0,41,6,22,0,0,0,26,18,66,14,154,108,15,24,4,0,153,34,11,21,27,19,22,4,18,103,33,18,21,0,29,0,0,0,0,0,0,3,0,7,53,17,0,13,22,20,0,11,7,48,28,15,0,16,23,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
