Kingdom,Phylum,Subphylum,Superclass,Subsuperclass,Class,Infraclass,Superorder,Order,Family,Genus,Species,Annotation_level,QMIC1955_18S_QU39_3,QMIC1956_18S_QU39_3,QMIC1957_18S_QU39_3,QMIC1958_18S_QU39_3,QMIC1959_18S_QU39_3,QMIC1965_18S_QU39_3,QMIC1966_18S_QU39_3,QMIC1967_18S_QU39_3,QMIC1968_18S_QU39_3,QMIC1969_18S_QU39_3,QMIC1975_18S_QU39_3,QMIC1976_18S_QU39_3,QMIC1977_18S_QU39_3,QMIC1978_18S_QU39_3,QMIC1979_18S_QU39_3,QMIC1985_18S_QU39_3,QMIC1986_18S_QU39_3,QMIC1987_18S_QU39_3,QMIC1988_18S_QU39_3,QMIC1989_18S_QU39_3,QMIC1995_18S_QU39_3,QMIC1996_18S_QU39_3,QMIC1997_18S_QU39_3,QMIC1998_18S_QU39_3,QMIC1999_18S_QU39_3,QMIC2005_18S_QU39_3,QMIC2006_18S_QU39_3,QMIC2007_18S_QU39_3,QMIC2008_18S_QU39_3,QMIC2009_18S_QU39_3,QMIC2015_18S_QU39_3,QMIC2016_18S_QU39_3,QMIC2017_18S_QU39_3,QMIC2018_18S_QU39_3,QMIC2019_18S_QU39_3,QMIC2025_18S_QU39_3,QMIC2026_18S_QU39_3,QMIC2027_18S_QU39_3,QMIC2028_18S_QU39_3,QMIC2029_18S_QU39_3,QMIC2035_18S_QU39_3,QMIC2036_18S_QU39_3,QMIC2037_18S_QU39_3,QMIC2038_18S_QU39_3,QMIC2039_18S_QU39_3,QMIC2045_18S_QU39_3,QMIC2046_18S_QU39_3,QMIC2047_18S_QU39_3,QMIC2048_18S_QU39_3,QMIC2049_18S_QU39_3,QMIC2055_18S_QU39_3,QMIC2056_18S_QU39_3,QMIC2057_18S_QU39_3,QMIC2058_18S_QU39_3,QMIC2059_18S_QU39_3,QMIC2065_18S_QU39_3,QMIC2066_18S_QU39_3,QMIC2067_18S_QU39_3,QMIC2068_18S_QU39_3,QMIC2069_18S_QU39_3,QMIC2075_18S_QU39_3,QMIC2076_18S_QU39_3,QMIC2077_18S_QU39_3,QMIC2078_18S_QU39_3,QMIC2079_18S_QU39_3,QMIC2085_18S_QU39_3,QMIC2086_18S_QU39_3,QMIC2087_18S_QU39_3,QMIC2088_18S_QU39_3,QMIC2089_18S_QU39_3,QMIC2095_18S_QU39_3,QMIC2096_18S_QU39_3,QMIC2097_18S_QU39_3,QMIC2098_18S_QU39_3,QMIC2099_18S_QU39_3,QMIC2115_18S_QU39_3,QMIC2116_18S_QU39_3,QMIC2117_18S_QU39_3,QMIC2118_18S_QU39_3,QMIC2119_18S_QU39_3,QMIC2125_18S_QU39_3,QMIC2126_18S_QU39_3,QMIC2127_18S_QU39_3,QMIC2128_18S_QU39_3,QMIC2129_18S_QU39_3,QMIC2135_18S_QU39_3,QMIC2136_18S_QU39_3,QMIC2137_18S_QU39_3,QMIC2138_18S_QU39_3,QMIC2139_18S_QU39_3,QMIC2145_18S_QU39_3,QMIC2146_18S_QU39_3,QMIC2147_18S_QU39_3,QMIC2148_18S_QU39_3,QMIC2149_18S_QU39_3,QMIC2156_18S_QU39_3,QMIC2157_18S_QU39_3,QMIC2158_18S_QU39_3,QMIC2159_18S_QU39_3,QMIC2174_18S_QU39_3,QMIC2175_18S_QU39_3,QMIC2176_18S_QU39_3,QMIC2177_18S_QU39_3,QMIC2178_18S_QU39_3,QMIC2193_18S_QU39_3,QMIC2194_18S_QU39_3,QMIC2195_18S_QU39_3,QMIC2196_18S_QU39_3,QMIC2197_18S_QU39_3,QMIC2204_18S_QU39_3,QMIC2234_18S_QU39_3,QMIC2235_18S_QU39_3,QMIC2236_18S_QU39_3,QMIC2237_18S_QU39_3,QMIC2247_18S_QU39_3,QMIC2253_18S_QU39_3,QMIC2254_18S_QU39_3,QMIC2255_18S_QU39_3,QMIC2256_18S_QU39_3,QMIC2257_18S_QU39_3,QMIC2263_18S_QU39_3,QMIC2276_18S_QU39_4,QMIC2277_18S_QU39_4,QMIC2278_18S_QU39_4,QMIC2294_18S_QU39_4,QMIC2295_18S_QU39_4,QMIC2296_18S_QU39_4,QMIC2297_18S_QU39_4,QMIC2298_18S_QU39_4,QMIC2313_18S_QU39_4,QMIC2326_18S_QU39_4,QMIC2327_18S_QU39_4,QMIC2328_18S_QU39_4,QMIC2329_18S_QU39_4,QMIC2330_18S_QU39_4,QMIC2336_18S_QU39_4,QMIC2337_18S_QU39_4,QMIC2338_18S_QU39_4,QMIC2339_18S_QU39_4,QMIC2340_18S_QU39_4,QMIC2346_18S_QU39_4,QMIC2347_18S_QU39_4,QMIC2348_18S_QU39_4,QMIC2349_18S_QU39_4,QMIC2350_18S_QU39_4,QMIC2356_18S_QU39_4,QMIC2357_18S_QU39_4,QMIC2358_18S_QU39_4,QMIC2359_18S_QU39_4,QMIC2360_18S_QU39_4,QMIC2366_18S_QU39_4,QMIC2367_18S_QU39_4,QMIC2368_18S_QU39_4,QMIC2369_18S_QU39_4,QMIC2370_18S_QU39_4,QMIC2372_18S_QU39_4,QMIC2374_18S_QU39_4,QMIC2376_18S_QU39_4,QMIC2378_18S_QU39_4,QMIC2380_18S_QU39_4,QMIC2386_18S_QU39_4,QMIC2387_18S_QU39_4,QMIC2388_18S_QU39_4,QMIC2389_18S_QU39_4,QMIC2390_18S_QU39_4,QMIC2396_18S_QU39_4,QMIC2397_18S_QU39_4,QMIC2398_18S_QU39_4,QMIC2399_18S_QU39_4,QMIC2400_18S_QU39_4,QPK1506-bulk_18S_QPKbulk_2017,QPK1512-bulk_18S_QPKbulk_2017,QPK1530-bulk_18S_QPKbulk_2017,QPK1534-bulk_18S_QPKbulk_2017,QPK1558-bulk_18S_QPKbulk_2017,QPK1569-bulk_18S_QPKbulk_2017,QPK1576-bulk_18S_QPKbulk_2017,QPK1593-bulk_18S_QPKbulk_2017,QPK1600-bulk_18S_QPKbulk_2017,QPK1613-bulk_18S_QPKbulk_2017,QPK1621-bulk_18S_QPKbulk_2017,QPK1629-bulk_18S_QPKbulk_2017,QPK1640-bulk_18S_QPKbulk_2017,QPK1652-bulk_18S_QPKbulk_2017,QPK1664-bulk_18S_QPKbulk_2017,QPK1670-bulk_18S_QPKbulk_2017,QPK1678-bulk_18S_QPKbulk_2017,QPK1696-bulk_18S_QPKbulk_2017,QPK1713-bulk_18S_QPKbulk_2017,QPK1727-bulk_18S_QPKbulk_2017,QPK1737-bulk_18S_QPKbulk_2017,QPK962-bulk_18S_QPKbulk_2017
Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,Cyclopoida@,Cyclopoida@@,Cyclopoida@@@,9,0,0,0,20,17,0,0,0,58,0,0,0,0,13,0,0,0,0,93,0,0,0,150,0,3,0,0,0,0,0,0,0,0,0,18,0,0,0,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,9,0,1032,40,0,0,12,206,0,17,12,0,94,50,0,0,147,67,114,27,83,0,325,406,17,5,0,143,246,0,0,0,197,83,0,0,0,290,1176,37,0,145,1348,0,20,169,176,139,0,0,0,365,205,0,0,11,148,22,120,0,15,25,77,88,0,0,359,293,0,56,0,450,333,41,0,0,0,691,168,0,0,111,612,37,0,0,0,1565,348,0,0,0,29,40,0,0,0,20,0,0,0,0,0,7,0,0,0,71,152,3,0,0,877,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,40,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,Oithonidae,Oithona,Oithona brevicornis,12,7025,2099,1499,1050,742,1051,1313,3105,3448,0,1780,3080,3037,43,1215,3482,5042,442,5,9,497,3470,1010,9,22,5643,25587,7251,3826,20,975,1351,1401,1362,32,1465,5050,3188,1575,14,3362,1337,26630,2094,18,979,1634,5678,1359,13,2353,2502,2994,1345,21,826,543,904,4772,8,18,56,4159,1938,5,950,1374,1779,1599,0,86,1373,1015,0,33,1886,3689,7275,2806,10,62,357,14673,92,13,146,3904,6512,1996,8,18875,13361,5946,7650,40,18369,2992,3513,19,754,1219,3612,1478,7,0,354,3825,5294,19,638,759,4011,818,0,17,1583,1987,1201,445,4,93,614,11056,4325,2652,1847,9380,9010,6767,2245,9518,13748,19172,7514,2461,2020,11329,2779,6915,5199,12345,18132,7306,5037,7134,2477,2122,1835,1511,2178,1151,712,984,14,457,39,338,6952,1191,19,1093,1213,2246,1178,1240,3256,3707,1489,13162,49,2539,1144,549,660,147,54,0,45,34,267,68,1642,97,2146,345,194,379,0,462,249,1557,1346
Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,Oithonidae,Oithona,Oithona davisae,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,544,92,444,856,1986,0,0,148,149,10,1617,147,0,0,0,3144,5197,13,1521,1600,1118,164,125,135,12,846,0,9,0,48,728,0,0,0,0,3362,0,0,322,489,0,0,163,772,615,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,Oithonidae,Oithona,Oithona@,11,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,Oithonidae,Oithonidae@,Oithonidae@@,10,251,247,25,0,0,0,72,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,783,346,0,0,0,0,36,0,0,0,25,0,288,0,119,25,411,232,0,0,0,145,293,0,0,0,16,277,0,0,0,139,756,0,0,0,148,0,0,0,0,0,801,0,0,0,814,26,0,0,0,1051,2271,0,0,0,1592,391,0,0,0,79,198,0,0,0,3910,72,11,0,1064,384,0,0,0,2430,128,0,0,0,0,0,0,0,0,603,133,0,0,0,0,313,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,477,413,293,383,208,223,0,407,487,1883,2808,1691,2029,3288,5228,3581,3839,3077,6942,1044,13089,463
Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Podoplea@,Podoplea@@,Podoplea@@@,Podoplea@@@@,8,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,60,0,0,0,0,0,0,0,272,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Siphonostomatoida,Siphonostomatoida@,Siphonostomatoida@@,Siphonostomatoida@@@,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Decapoda,Aristeidae,Aristeidae@,Aristeidae@@,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Decapoda,Callianassidae,Neotrypaea,Neotrypaea californiensis,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Decapoda,Decapoda@,Decapoda@@,Decapoda@@@,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,81,1592,211,472,0,16184,289,23,0,0,0,24,57,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Decapoda,Pandalidae,Pandalidae@,Pandalidae@@,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Decapoda,Penaeidae,Penaeus,Penaeus chinensis,12,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,13,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,2,7,0,0,2,0,0,0,0,0,0,11,25,0,0,8,30,0,0,0,16,0,7,0,12,29,0,0,0,0,6,0,0,4,10,3,0,6,0,0,135,0,0,0,0,31,0,0,41,0,34,0,0,44,48,0,56,8,5,0,0,5,9,0,0,26,121,6,6,0,11,26,0,3,0,2,16,14,5,0,0,119,7,0,0,0,10,8,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Decapoda,Thoridae,Lebbeus,Lebbeus polaris,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,13,0,51,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Euphausiacea,Euphausiacea@,Euphausiacea@@,Euphausiacea@@@,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Euphausiacea,Euphausiidae,Euphausia,Euphausia@,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,4339,388,4161,38771,2630,3311,504,37717,29759,36339,70421,23,72,19195,325,2054,419,251,774,587
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Euphausiacea,Euphausiidae,Euphausiidae@,Euphausiidae@@,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,10,0,103,0,0,0,0,226,0,0,16,0,10,0,0,0,0,718,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,597,311,2342,11766,327,904,0,9826,6145,8677,14282,0,0,3657,0,323,64,59,374,63
Animalia,Arthropoda,Crustacea,Multicrustacea,Multicrustacea@,Multicrustacea@@,Multicrustacea@@@,Multicrustacea@@@@,Multicrustacea@@@@@,Multicrustacea@@@@@@,Multicrustacea@@@@@@@,Multicrustacea@@@@@@@@,4,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,27,17,0,0,0,33,22,0,0,0,0,0,0,0,0,12,0,0,0,0,38,23,0,0,0,50,0,0,242,0,684,0,0,266,0,0,0,0,0,0,11,0,0,0,98,0,0,0,0,17,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0
Animalia,Bryozoa,Bryozoa_EXT,Bryozoa_EXT,Gymnolaemata,Gymnolaemata_EXT,Gymnolaemata_EXT,Gymnolaemata_EXT,Cheilostomatida,Cheilostomatida@,Cheilostomatida@@,Cheilostomatida@@@,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animalia,Bryozoa,Bryozoa_EXT,Bryozoa_EXT,Gymnolaemata,Gymnolaemata_EXT,Gymnolaemata_EXT,Gymnolaemata_EXT,Cheilostomatida,Membraniporidae,Membranipora,Membranipora membranacea,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,117,0,4,0,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,13,17,3338,1398,1923,0,0,0,0,374,0,0,133,0,0,93,47,76,0,0,44
Animalia,Chordata,Tunicata,Tunicata_EXT,Appendicularia,Appendicularia_EXT,Appendicularia_EXT,Appendicularia_EXT,Copelata,Oikopleuridae,Oikopleura,Oikopleura dioica,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,12,0,0,0,26,38,56,0,0,0,0,35,0,0,262,655,263,0,0,408,198,139,0,0,28,29,36,0,0,0,2,5,0,0,65,100,0,0,0,0,0,0,0,0,0,0,0,0,0,113,54,0,0,0,0,0,0,0,0,76,0,0,0,0,15,0,0,0,0,4,0,2,0,21,17,0,0,0,25,57,0,0,0,0,10,19,0,0,0,9,0,11,0,324,457,71,0,0,0,52,16,0,0,0,26,26,0,0,0,39,21,18,0,0,45,10,29,0,0,87,111,4,0,0,18,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,81,0,0,30,0,0,0,0,335,28,100,34,0,0,31,0,0
Animalia,Chordata,Tunicata,Tunicata_EXT,Appendicularia,Appendicularia_EXT,Appendicularia_EXT,Appendicularia_EXT,Copelata,Oikopleuridae,Oikopleura,Oikopleura labradoriensis,12,0,7,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,5,0,2,0,21,5,0,6,115,8,21,0,0,63,16,15,0,0,0,25,32,0,26,0,0,41,0,0,11,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,9,0,0,0,13,0,0,268,2544,954,437,412,22,4,0,0,4,27,38,135,1700,0,0,239,157,100,67,499,20
