ASV,Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species,QMIC1955,QMIC1956,QMIC1957,QMIC1958,QMIC1959,QMIC1969,QMIC1965,QMIC1966,QMIC1967,QMIC1968,QMIC1975,QMIC1976,QMIC1977,QMIC1978,QMIC1979,QMIC1985,QMIC1986,QMIC1987,QMIC1988,QMIC1989,QMIC1995,QMIC1996,QMIC1997,QMIC1998,QMIC1999,QMIC2005,QMIC2006,QMIC2007,QMIC2008,QMIC2009,QMIC2015,QMIC2016,QMIC2017,QMIC2018,QMIC2019,QMIC2025,QMIC2026,QMIC2027,QMIC2028,QMIC2029,QMIC2035,QMIC2036,QMIC2037,QMIC2038,QMIC2039,QMIC2045,QMIC2046,QMIC2047,QMIC2048,QMIC2049,QMIC2055,QMIC2056,QMIC2057,QMIC2058,QMIC2059,QMIC2065,QMIC2066,QMIC2067,QMIC2068,QMIC2069,QMIC2075,QMIC2076,QMIC2077,QMIC2078,QMIC2079,QMIC2085,QMIC2086,QMIC2087,QMIC2088,QMIC2089,QMIC2095,QMIC2096,QMIC2097,QMIC2098,QMIC2099,QMIC2115,QMIC2116,QMIC2117,QMIC2118,QMIC2119,QMIC2125,QMIC2126,QMIC2127,QMIC2128,QMIC2129,QMIC2135,QMIC2136,QMIC2137,QMIC2138,QMIC2139,QMIC2145,QMIC2146,QMIC2147,QMIC2148,QMIC2149,QMIC2156,QMIC2157,QMIC2158,QMIC2159,QMIC2174,QMIC2175,QMIC2176,QMIC2177,QMIC2178,QMIC2193,QMIC2194,QMIC2195,QMIC2196,QMIC2197,QMIC2204,QMIC2234,QMIC2235,QMIC2236,QMIC2237,QMIC2247,QMIC2253,QMIC2254,QMIC2255,QMIC2256,QMIC2257,QMIC2263,QMIC2276,QMIC2277,QMIC2278,QMIC2294,QMIC2295,QMIC2296,QMIC2297,QMIC2298,QMIC2313,QMIC2326,QMIC2327,QMIC2328,QMIC2329,QMIC2330,QMIC2336,QMIC2337,QMIC2338,QMIC2339,QMIC2340,QMIC2346,QMIC2347,QMIC2348,QMIC2349,QMIC2350,QMIC2356,QMIC2357,QMIC2358,QMIC2359,QMIC2360,QMIC2366,QMIC2367,QMIC2368,QMIC2369,QMIC2370,QMIC2372,QMIC2374,QMIC2376,QMIC2378,QMIC2380,QMIC2386,QMIC2387,QMIC2388,QMIC2389,QMIC2390,QMIC2396,QMIC2397,QMIC2398,QMIC2399,QMIC2400
H3_ASV26,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Skeletonema,Skeletonema_marinoi,50,25,12,0,0,0,50,37,30,12,17,46,23,5,0,15,9,5,12,3,5,0,28,9,11,85,916,382,20,8,33,48,21,97,203,16,20,38,66,33,31,10,150,53,60,8,23,12,25,37,19,5,4,20,5,0,0,0,56,19,0,0,56,11,9,0,0,0,0,27,148,56,98,6,18,0,0,71,13,6,0,0,41,11,0,173,110,199,10,0,839,55,110,26,14,99,1184,13,40,0,0,403,10,4,116,97,334,8,0,62,24,237,0,0,11,0,0,122,176,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV27,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium_sp.,485,143,32,0,20,0,1159,521,57,78,436,760,144,0,0,41,91,34,0,0,0,0,0,0,0,0,88,55,402,0,59,74,0,0,0,29,31,59,0,0,73,20,218,0,0,0,31,25,0,0,50,0,0,0,0,83,52,0,0,0,2104,1337,37,0,0,1890,5876,384,34,0,837,282,0,34,0,2277,2422,292,44,0,253,301,815,0,0,657,547,3373,0,0,1116,138,1177,212,0,281,517,27,0,43,45,932,0,0,548,633,26783,0,0,517,189,490,41,0,41,30,18,238,92,0,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV28,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniales@,Gymnodiniales@@,Gymnodiniales@@@,291,182,254,166,192,97,810,328,468,329,178,292,522,320,101,280,363,385,183,99,39,193,2089,194,92,129,712,749,243,56,384,498,309,208,170,303,282,609,855,122,774,501,3613,748,0,166,265,361,403,58,261,81,59,461,0,139,91,70,982,86,611,640,1041,400,110,248,531,1163,855,73,22,0,284,600,186,85,121,916,805,200,0,0,548,596,252,0,0,491,228,180,68,0,609,532,361,0,450,422,656,0,0,611,548,136,0,0,1649,641,288,25,0,262,536,166,362,0,0,166,68,111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV29,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_helveticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,963,277,0,0,1251,731,3564,1398,0,575,0,1796,1002,3580,0,312,2248,350,9325,171,456,0,0,1773,0,70,166,168,410,0,0,358,1724,1604,0,0,649,3717,1949,0,0,0,275,4584,0,0,0,68,6394,0,0,0,149,3817,0,0,0,97,5303,0,0,0,0,1210,0,0,0,0,3393,0,0,0,1401,0,0,0,0,1126,0,0,0,0,1095,0,0,0,0,0,168,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV30,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Detonula,Detonula_pumila,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,240,415,11,11,3072,4338,1291,261,298,2660,3581,11106,895,91,596,215,2864,733,68,6326,6518,4873,42,55,7894,1344,2159,51,13,7,7,62,442,112,0,7,0,0,0,37,137,0,0,0,10,0,0,0,6,0,4,0,0,8,0,0,15,0,0,0,0,8,0,0,12,0,9,0,9,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV31,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae@,Dinophyceae@@,Dinophyceae@@@,Dinophyceae@@@@,77,53,59,10,6,0,156,169,270,34,0,25,153,30,0,0,0,17,16,0,0,0,282,63,11,0,0,10,74,0,121,99,63,27,196,140,182,217,90,75,59,23,157,65,159,82,114,104,17,41,187,0,11,39,21,42,20,15,180,34,4825,1532,119,98,22,589,1174,318,39,37,517,218,45,37,38,195,160,645,348,26,232,63,517,90,49,601,470,51,47,13,9800,679,1413,214,47,469,534,176,58,215,57,1416,122,19,4988,2480,2061,236,31,677,708,144,30,20,88,27,24,313,197,9,1058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV32,Eukaryota:nucl,Hacrobia:nucl,Cryptophyta:nucl,Cryptophyceae:nucl,Cryptomonadales:nucl,Hemiselmidaceae:nucl,Hemiselmis:nucl,Hemiselmis_sp.:nucl,1432,399,216,2,0,0,1100,654,223,39,419,442,108,12,0,1158,922,90,8,0,455,538,66,7,0,28,178,149,81,0,636,542,16,9,8,362,205,130,8,0,224,46,843,0,0,60,89,52,0,0,61,4,0,35,0,38,26,0,4,8,160,249,23,2,0,97,475,542,3,2,1126,940,249,0,6,2916,2941,445,8,0,9,15,894,0,0,590,455,601,0,0,659,593,189,32,0,439,55,0,0,349,340,92,4,0,175,485,872,51,0,301,372,210,4,0,0,101,88,22,0,0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV33,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae@,Dinophyceae@@,Dinophyceae@@@,Dinophyceae@@@@,33,0,0,15,36,15,32,17,79,53,0,19,137,36,15,21,32,13,27,14,0,0,39,48,36,44,302,203,99,22,136,239,125,479,3116,126,206,343,1959,2984,100,97,601,848,1140,147,210,259,2085,1130,259,34,78,2074,460,11,0,117,4126,694,0,0,2895,888,318,41,201,69,687,153,23,16,144,630,201,0,0,1576,596,193,0,0,238,1828,147,9,7,239,474,94,0,0,631,798,125,10,125,280,340,0,0,473,420,102,0,0,514,180,294,0,0,37,121,75,286,0,0,41,287,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV34,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.,342,187,173,0,0,0,604,476,298,73,129,159,68,0,0,195,284,64,13,0,1165,1491,67,0,0,32,188,48,45,0,77,104,32,10,0,79,156,104,0,0,41,18,262,0,0,235,319,161,0,0,294,71,24,0,0,99,71,0,0,0,385,624,79,0,0,47,172,49,20,0,181,141,0,0,0,3519,2633,442,0,0,46,26,459,0,0,482,398,194,0,0,1279,3046,165,0,0,2863,90,0,0,1065,879,52,0,0,41,34,75,0,0,311,169,45,0,0,0,168,207,39,12,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV35,Eukaryota,Hacrobia,Picozoa,Picozoa_X,Picozoa_XX,Picozoa_XXX,Picozoa_XXXX,Picozoa_XXXX_sp.,78,56,44,0,0,0,102,98,157,27,41,23,49,0,0,132,203,38,0,0,224,245,235,27,0,174,1480,620,165,0,177,279,100,58,0,126,135,184,96,0,209,80,1138,60,0,26,64,82,24,11,61,17,14,28,0,60,48,25,157,0,874,860,1416,47,15,217,544,376,167,16,129,97,70,21,18,1769,1850,743,31,28,28,11,872,76,25,237,180,220,21,21,3812,4119,1078,114,66,1412,505,65,46,282,250,323,53,0,37,40,386,48,0,134,137,675,20,0,0,161,180,264,39,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV36,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae@,Dinophyceae@@,Dinophyceae@@@,Dinophyceae@@@@,153,50,118,116,217,198,279,95,100,199,96,115,123,163,111,323,442,149,196,221,152,408,287,171,223,135,886,432,204,214,201,275,65,136,934,189,180,316,729,280,410,273,1582,588,226,94,129,138,187,159,119,0,0,201,103,0,0,0,698,349,182,235,213,361,147,64,246,270,312,199,0,0,122,347,395,0,47,390,775,269,0,0,232,615,357,57,36,232,353,147,91,40,546,570,325,0,135,245,375,0,0,176,274,157,0,0,659,288,164,0,0,95,213,125,328,0,0,53,117,81,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV37,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_commoda_A2,149,50,49,0,0,2,453,291,126,31,154,273,75,7,0,171,265,59,17,0,1289,1302,95,11,0,8,38,38,60,0,0,7,0,13,0,0,0,0,3,0,6,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,67,3,0,420,653,576,18,7,3095,3303,46,0,0,1089,863,39,0,0,7,8,1113,5,5,5967,3898,855,9,6,1858,1107,157,6,0,734,73,0,6,1022,825,78,0,0,261,300,414,0,0,736,1696,116,0,0,3,311,259,59,6,0,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV38,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Chytriodiniaceae,Chytriodinium,Chytriodinium_roseum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,462,3539,2388,302,24,917,1060,875,1438,3832,1536,2955,2048,2661,451,680,428,3973,1749,128,588,454,319,382,131,954,313,230,182,77,116,83,156,3817,224,30,46,2699,1267,56,96,202,170,870,0,19,54,44,790,48,0,0,226,172,0,0,0,156,68,0,0,9,21,19,0,0,0,21,0,0,0,50,0,39,0,0,53,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV39,Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Tomopteris,Tomopteris_sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,51193,0,7,4,11,5962,5,4,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV40,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Corycaeus,Corycaeus_speciosus,0,0,0,0,0,0,0,0,77,86,0,527,200,0,0,0,0,0,0,0,0,0,0,0,0,14,133,0,0,0,0,0,0,0,0,20,0,468,0,0,198,175,458,3,0,0,10,109,0,0,27,69,36,0,0,207,219,0,0,0,359,437,0,0,0,541,660,0,416,0,130,0,0,0,0,367,1020,0,0,0,8,90,0,0,0,28,105,13,50,0,225,188,0,28,0,0,0,0,6,0,99,0,2034,0,0,0,0,0,0,16,27,0,0,0,0,72,49,0,0,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV41,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Peridiniales@,Peridiniales@@,Peridiniales@@@,0,0,73,162,146,123,0,70,125,316,80,72,125,268,187,54,59,62,126,151,0,0,166,170,242,0,111,182,206,170,305,309,195,205,349,381,387,354,504,423,196,170,445,366,216,229,230,286,252,245,325,95,158,323,138,141,106,71,1098,289,502,272,304,875,187,1265,3393,300,408,201,176,66,80,365,164,0,75,514,403,167,126,0,304,607,140,79,55,601,203,90,105,0,413,544,158,38,242,315,260,0,0,474,534,96,0,0,447,323,311,0,0,146,165,129,447,0,0,88,204,113,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV42,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_M,Strombidiidae_M_X,Strombidiidae_M_X_sp.,549,119,43,0,0,0,1185,454,117,0,235,309,16,31,0,1401,1345,134,25,0,3061,702,0,0,0,158,946,615,62,0,864,924,499,664,222,450,352,422,61,204,228,96,570,9,15,68,101,253,18,4,116,12,27,48,0,41,32,23,155,0,65,147,99,71,18,71,197,295,133,0,0,322,8,26,0,0,0,284,69,0,0,0,178,62,0,180,237,96,37,0,8,0,84,77,3,19,30,28,4,0,0,214,14,0,98,327,53,11,0,202,518,120,8,0,0,137,82,145,37,0,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV43,Eukaryota,Stramenopiles,Stramenopiles_X,Stramenopiles_X-Group-7,Stramenopiles_X-Group-7_X,Stramenopiles_X-Group-7_XX,Stramenopiles_X-Group-7_XXX,Stramenopiles_X-Group-7_XXX_sp.,0,0,0,0,0,0,0,2,0,2,0,0,4,7,0,0,0,0,0,3,0,0,4,0,5,2,12,0,0,3,13,19,12,0,4,134,145,219,0,0,10,5,64,10,0,164,225,113,0,0,189,30,43,11,0,34,7,13,103,8,0,11,67,16,0,0,30,9,7,0,5,0,0,0,0,0,0,19,10,3,0,0,0,0,0,2,0,6,0,0,0,0,0,9,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV44,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,21,0,11,146,435,83,37,18,36,412,0,0,13,288,111,0,0,0,146,205,0,0,27,150,648,0,0,0,105,188,0,0,0,33,1048,0,0,0,214,364,0,0,0,100,335,0,0,0,89,378,0,0,0,76,148,0,0,0,555,279,0,0,24,193,157,0,0,0,183,353,0,0,68,366,558,0,5,221,3316,299,0,0,314,2395,296,59,35,187,876,156,12,0,136,3038,218,0,183,1093,1094,0,9,153,1271,212,0,0,377,1286,1091,0,0,167,1096,1048,2463,0,0,98,966,464,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV45,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae@,Dinophyceae@@,Dinophyceae@@@,Dinophyceae@@@@,967,393,274,50,28,39,1743,1448,72,54,452,518,42,33,18,289,357,164,14,17,0,30,29,34,7,6,18,31,20,0,0,28,15,0,13,15,22,49,0,0,51,22,251,34,0,11,24,25,15,8,81,19,0,24,0,37,23,8,0,0,29,45,114,0,0,161,591,624,22,0,241,382,38,29,0,1217,1552,515,356,10,0,16,2760,314,0,22,51,4236,39,0,232,632,1995,756,6,369,908,606,0,0,0,781,374,0,0,5,1359,116,0,0,0,181,32,7,0,0,0,24,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV46,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium_sp.,14,0,0,28,42,0,0,0,0,61,0,0,0,56,17,0,0,0,42,19,0,0,0,31,23,0,0,0,12,0,0,0,0,0,355,0,0,0,187,208,0,0,0,362,168,0,0,0,244,121,0,0,0,848,105,0,0,0,3812,935,0,0,327,1192,513,0,0,0,490,484,0,0,81,372,300,0,0,332,482,102,0,0,80,435,80,0,0,20,258,94,0,0,70,646,56,0,45,242,304,0,0,98,271,69,0,0,219,171,193,0,0,0,148,109,241,0,0,42,94,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV47,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.,360,190,281,0,0,0,384,197,3068,124,168,292,2861,15,0,1059,1482,500,0,0,29,121,712,27,0,52,246,513,107,0,24,54,28,40,0,0,0,33,25,0,32,17,154,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,21,157,0,0,19,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV48,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_bravo_B2,8,0,9,0,0,0,34,12,7,12,9,16,0,5,0,13,14,0,0,0,67,71,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,72,84,63,0,0,1160,804,7,0,0,1379,850,26,6,4,12,18,1458,5,13,7881,5484,836,0,0,2114,982,65,6,0,529,25,0,0,1113,984,28,0,0,323,243,134,6,0,697,3502,81,0,0,0,312,238,22,0,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV49,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Teleaulax,Teleaulax_gracilis,168,93,66,0,0,0,289,249,53,15,120,150,47,0,0,91,95,38,0,0,88,152,6,0,0,18,71,48,11,0,0,37,0,0,0,20,38,55,0,0,68,31,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,66,0,0,0,3634,1155,0,0,0,5685,4627,236,22,0,149,165,802,0,0,1167,847,359,0,0,1594,1313,74,0,0,759,61,0,0,451,296,24,9,0,323,366,85,8,0,357,1616,272,0,0,0,1013,1204,12,9,0,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV50,Eukaryota,Stramenopiles,Pseudofungi,MAST-1,MAST-1A,MAST-1A_X,MAST-1A_XX,MAST-1A_XX_sp.,478,201,151,27,26,58,676,420,228,120,258,364,166,137,46,368,538,103,100,24,460,502,212,39,20,42,218,220,163,16,33,43,6,43,105,53,23,34,80,121,138,83,815,97,91,17,9,13,63,195,9,4,0,48,66,0,7,0,183,55,155,121,71,74,23,6,17,29,74,22,0,6,163,75,58,0,0,350,122,67,0,0,343,246,195,21,11,365,82,119,0,0,913,174,96,0,689,88,81,0,0,244,32,13,0,0,481,33,30,3,0,612,107,26,46,0,0,90,19,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV51,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Nanomia,Nanomia_bijuga,0,0,10,99,0,0,12,0,10,200,0,9,27,936,0,10,9,2309,2279,0,6,16,80,1001,0,129,49,533,913,128,15,725,208,114,175,11,3559,1347,183,101,1001,63,164,119,0,86,11,1111,57,223,1955,12,184,158,0,91,3,199,3321,791,503,0,42,189,323,0,0,0,0,93,7,0,0,12,2512,9,7,18,44,382,0,0,2801,26,112,10,3,14,0,53,10,0,0,9,135,0,0,0,118,0,0,0,0,37,0,0,17,16,21,0,0,0,7,0,0,0,0,33,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
